sample_id,day,cell_line,library_size,diff_batch,lib_batch,extraction_person,extraction_round,line_beating_day,avg_troponin_late,avg_nanog_late,day_factor,day_numeric,lib_size_zmad,flag_lib_size,mt_frac,flag_mt,rle_median,flag_rle,rin,pct_duplicates,pct_gc,total_sequences,flag_pct_dup
19127_6,6,19127,23222036,K,4,Reem,9,NA,0.12380241,-0.4942631,6,6,-0.427221321674475,FALSE,NA,FALSE,0,FALSE,NA,NA,NA,NA,FALSE
19127_7,7,19127,23321865,K,4,Reem,9,NA,0.12380241,-0.4942631,7,7,-0.408970402124283,FALSE,NA,FALSE,-0.0010530848229493,FALSE,NA,NA,NA,NA,FALSE
19127_8,8,19127,22599825,K,4,Reem,9,7,0.12380241,-0.4942631,8,8,-0.540975069625919,FALSE,NA,FALSE,-9.5384647180729e-4,FALSE,NA,NA,NA,NA,FALSE
19127_9,9,19127,24948356,K,4,Reem,9,7,0.12380241,-0.4942631,9,9,-0.111612355964232,FALSE,NA,FALSE,-0.00231545816765433,FALSE,NA,NA,NA,NA,FALSE
19159_10,10,19159,20133103,I,3,Katie,7,7,1.17433149,-0.4939824,10,10,-0.991945677111613,FALSE,NA,FALSE,-0.014789661864417,FALSE,NA,NA,NA,NA,FALSE
19159_11,11,19159,25262599,I,3,Katie,7,7,1.17433149,-0.4939824,11,11,-0.054161878525701,FALSE,NA,FALSE,-0.00139700786097485,FALSE,NA,NA,NA,NA,FALSE
19159_12,12,19159,21439101,I,3,Katie,7,7,1.17433149,-0.4939824,12,12,-0.753180744770189,FALSE,NA,FALSE,-0.0174543809057877,FALSE,NA,NA,NA,NA,FALSE
19159_13,13,19159,22591183,I,3,Katie,7,7,1.17433149,-0.4939824,13,13,-0.542555015801407,FALSE,NA,FALSE,-0.018104942953693,FALSE,NA,NA,NA,NA,FALSE
19159_14,14,19159,20080993,I,3,Katie,7,7,1.17433149,-0.4939824,14,14,-1.00147252219431,FALSE,NA,FALSE,-0.0163819960070049,FALSE,NA,NA,NA,NA,FALSE
19159_15,15,19159,172750002,I,4,Katie,10,7,1.17433149,-0.4939824,15,15,26.9097536852863,TRUE,NA,FALSE,0.00830787787248888,FALSE,NA,NA,NA,NA,FALSE
19159_1,1,19159,25241511,I,3,Katie,7,7,1.17433149,-0.4939824,1,1,-0.0580172250830587,FALSE,NA,FALSE,0,FALSE,NA,NA,NA,NA,FALSE
19159_2,2,19159,21597236,I,3,Katie,7,7,1.17433149,-0.4939824,2,2,-0.724270216135527,FALSE,NA,FALSE,0,FALSE,NA,NA,NA,NA,FALSE
19159_3,3,19159,25737272,I,3,Katie,7,7,1.17433149,-0.4939824,3,3,0.0326187036262629,FALSE,NA,FALSE,0.0208226082923977,FALSE,NA,NA,NA,NA,FALSE
19159_4,4,19159,20788275,I,3,Katie,7,7,1.17433149,-0.4939824,4,4,-0.872165939124269,FALSE,NA,FALSE,0.0121432595920541,FALSE,NA,NA,NA,NA,FALSE
19159_5,5,19159,27873246,I,3,Katie,7,7,1.17433149,-0.4939824,5,5,0.423121359520866,FALSE,NA,FALSE,0.00967297197015338,FALSE,NA,NA,NA,NA,FALSE
19159_6,6,19159,22575205,I,3,Katie,7,7,1.17433149,-0.4939824,6,6,-0.545476142854397,FALSE,NA,FALSE,0.0131467481695067,FALSE,NA,NA,NA,NA,FALSE
19159_7,7,19159,123288145,I,4,Katie,10,7,1.17433149,-0.4939824,7,7,17.8670469276295,TRUE,NA,FALSE,0.0148256645128555,FALSE,NA,NA,NA,NA,FALSE
19159_8,8,19159,23297286,I,3,Katie,7,7,1.17433149,-0.4939824,8,8,-0.413463979658107,FALSE,NA,FALSE,0.00368003508820447,FALSE,NA,NA,NA,NA,FALSE
19159_9,9,19159,24923802,I,3,Katie,7,7,1.17433149,-0.4939824,9,9,-0.116101362952536,FALSE,NA,FALSE,-0.00220992286779698,FALSE,NA,NA,NA,NA,FALSE
19190_10,10,19190,26609644,J,4,Reem,10,7,0.95735995,-0.4891225,10,10,0.192107341094737,FALSE,NA,FALSE,-0.0047790295521164,FALSE,NA,NA,NA,NA,FALSE
19190_11,11,19190,28930136,J,4,Reem,10,7,0.95735995,-0.4891225,11,11,0.616343913722578,FALSE,NA,FALSE,0.00429118784675886,FALSE,NA,NA,NA,NA,FALSE
19190_12,12,19190,21736384,J,4,Reem,10,7,0.95735995,-0.4891225,12,12,-0.69883092541269,FALSE,NA,FALSE,-0.0154596795183899,FALSE,NA,NA,NA,NA,FALSE
19190_13,13,19190,25621857,J,4,Reem,10,7,0.95735995,-0.4891225,13,13,0.01151832317684,FALSE,NA,FALSE,0,FALSE,NA,NA,NA,NA,FALSE
19190_14,14,19190,25736475,J,4,Reem,10,7,0.95735995,-0.4891225,14,14,0.032472994635073,FALSE,NA,FALSE,0,FALSE,NA,NA,NA,NA,FALSE
19190_15,15,19190,24076112,J,4,Reem,10,7,0.95735995,-0.4891225,15,15,-0.271077592239642,FALSE,NA,FALSE,-0.00848281396461736,FALSE,NA,NA,NA,NA,FALSE
19190_1,1,19190,24267934,J,4,Reem,10,NA,0.95735995,-0.4891225,1,1,-0.236008344927167,FALSE,NA,FALSE,0,FALSE,NA,NA,NA,NA,FALSE
19190_2,2,19190,24408987,J,4,Reem,10,NA,0.95735995,-0.4891225,2,2,-0.210220778635676,FALSE,NA,FALSE,0.0113244846190899,FALSE,NA,NA,NA,NA,FALSE
19190_3,3,19190,24140628,J,4,Reem,10,NA,0.95735995,-0.4891225,3,3,-0.259282659647908,FALSE,NA,FALSE,0.00468532072961292,FALSE,NA,NA,NA,NA,FALSE
19190_4,4,19190,25086457,J,4,Reem,10,NA,0.95735995,-0.4891225,4,4,-0.0863644796877879,FALSE,NA,FALSE,0.0143110419206392,FALSE,NA,NA,NA,NA,FALSE
19190_5,5,19190,26392260,J,4,Reem,10,NA,0.95735995,-0.4891225,5,5,0.152364802398577,FALSE,NA,FALSE,0.0200653455770645,FALSE,NA,NA,NA,NA,FALSE
19190_6,6,19190,24408021,J,4,Reem,10,NA,0.95735995,-0.4891225,6,6,-0.210397384514584,FALSE,NA,FALSE,0.00419916571645551,FALSE,NA,NA,NA,NA,FALSE
19190_7,7,19190,25051369,J,4,Reem,10,NA,0.95735995,-0.4891225,7,7,-0.0927793317365627,FALSE,NA,FALSE,0.00960468384653623,FALSE,NA,NA,NA,NA,FALSE
19190_8,8,19190,28457731,J,4,Reem,10,7,0.95735995,-0.4891225,8,8,0.529977971460224,FALSE,NA,FALSE,0.00270312916935023,FALSE,NA,NA,NA,NA,FALSE
19190_9,9,19190,24113688,J,4,Reem,10,7,0.95735995,-0.4891225,9,9,-0.264207879500678,FALSE,NA,FALSE,-0.0103962865682234,FALSE,NA,NA,NA,NA,FALSE
